timestamp,open,high,low,close,volume
2024-01-01T09:30:00Z,158.50,160.20,157.80,159.40,18000000
2024-01-01T10:00:00Z,159.40,161.50,158.90,160.80,14000000
2024-01-01T10:30:00Z,160.80,162.10,160.30,161.40,12500000
2024-01-01T11:00:00Z,161.40,162.90,160.90,162.20,11000000
2024-01-01T11:30:00Z,162.20,163.20,161.60,162.80,10500000
2024-01-01T12:00:00Z,162.80,164.10,162.30,163.50,10000000
2024-01-01T12:30:00Z,163.50,164.50,162.90,164.10,9500000
2024-01-01T13:00:00Z,164.10,165.20,163.40,164.60,9200000
2024-01-01T13:30:00Z,164.60,165.80,163.90,165.20,9000000
2024-01-01T14:00:00Z,165.20,166.50,164.80,165.90,10500000
2024-01-01T14:30:00Z,165.90,167.20,165.30,166.60,12000000
2024-01-01T15:00:00Z,166.60,167.70,166.10,167.20,13500000
2024-01-01T15:30:00Z,167.20,168.20,166.80,167.80,15000000
2024-01-01T16:00:00Z,167.80,169.00,167.30,168.50,18500000
