timestamp,open,high,low,close,volume
2024-01-01T09:30:00Z,375.50,380.20,373.80,378.10,28000000
2024-01-01T10:00:00Z,378.10,382.50,376.90,381.20,22000000
2024-01-01T10:30:00Z,381.20,385.10,379.80,383.40,20000000
2024-01-01T11:00:00Z,383.40,387.90,381.90,385.60,18000000
2024-01-01T11:30:00Z,385.60,389.20,383.80,387.40,16000000
2024-01-01T12:00:00Z,387.40,391.10,385.50,389.80,15000000
2024-01-01T12:30:00Z,389.80,393.50,387.90,391.60,14000000
2024-01-01T13:00:00Z,391.60,395.20,389.80,393.40,13500000
2024-01-01T13:30:00Z,393.40,397.10,391.70,395.20,13000000
2024-01-01T14:00:00Z,395.20,399.50,393.80,397.60,15000000
2024-01-01T14:30:00Z,397.60,401.20,395.90,399.80,17000000
2024-01-01T15:00:00Z,399.80,403.40,398.10,401.70,19000000
2024-01-01T15:30:00Z,401.70,405.20,400.00,403.80,22000000
2024-01-01T16:00:00Z,403.80,407.50,402.20,405.90,28000000
