timestamp,open,high,low,close,volume
2024-01-01T09:30:00Z,140.50,143.20,139.80,142.10,25000000
2024-01-01T10:00:00Z,142.10,144.50,141.90,143.20,18000000
2024-01-01T10:30:00Z,143.20,145.10,142.80,144.40,16000000
2024-01-01T11:00:00Z,144.40,146.90,143.90,145.60,14000000
2024-01-01T11:30:00Z,145.60,147.20,144.80,146.40,12000000
2024-01-01T12:00:00Z,146.40,148.10,145.50,147.80,11000000
2024-01-01T12:30:00Z,147.80,149.50,146.90,148.60,10000000
2024-01-01T13:00:00Z,148.60,150.20,147.80,149.40,9500000
2024-01-01T13:30:00Z,149.40,151.10,148.70,150.20,9000000
2024-01-01T14:00:00Z,150.20,152.50,149.80,151.60,11000000
2024-01-01T14:30:00Z,151.60,153.20,150.90,152.80,13000000
2024-01-01T15:00:00Z,152.80,154.40,152.10,153.70,15000000
2024-01-01T15:30:00Z,153.70,155.20,153.00,154.80,18000000
2024-01-01T16:00:00Z,154.80,156.50,154.20,155.90,22000000
