timestamp,open,high,low,close,volume
2025-07-01 09:31:00,278.1234,279.4567,277.8234,279.1234,345678
2025-07-01 09:32:00,279.1234,280.2345,278.7890,279.8901,356789
2025-07-01 09:33:00,279.8901,280.9012,279.2345,280.5678,367890
2025-07-01 09:34:00,280.5678,281.6789,280.1234,281.2345,378901
2025-07-01 09:35:00,281.2345,282.3456,280.7890,282.1234,389012
2025-07-01 09:36:00,282.1234,283.2345,281.6789,282.8901,401234
2025-07-01 09:37:00,282.8901,283.9012,282.2345,283.5678,412345
2025-07-01 09:38:00,283.5678,284.6789,283.1234,284.2345,423456
2025-07-01 09:39:00,284.2345,285.3456,283.7890,285.1234,434567
2025-07-01 09:40:00,285.1234,286.2345,284.6789,285.8901,445678
