timestamp,open,high,low,close,volume
2025-06-30 09:31:00,211.4693,212.1114,211.3598,211.9969,585361
2025-06-30 09:32:00,211.9969,212.4567,211.8234,212.2345,623456
2025-06-30 09:33:00,212.2345,212.7890,212.1234,212.5678,598234
2025-06-30 09:34:00,212.5678,213.1234,212.4567,212.8901,645678
2025-06-30 09:35:00,212.8901,213.4567,212.7890,213.2345,612345
2025-06-30 09:36:00,213.2345,213.7890,213.1234,213.5678,634567
2025-06-30 09:37:00,213.5678,214.1234,213.4567,213.8901,678901
2025-06-30 09:38:00,213.8901,214.4567,213.7890,214.2345,623456
2025-06-30 09:39:00,214.2345,214.7890,214.1234,214.5678,656789
2025-06-30 09:40:00,214.5678,215.1234,214.4567,214.8901,689012
