timestamp,open,high,low,close,volume
2025-07-01 09:31:00,178.2345,179.4567,177.8234,179.1234,234567
2025-07-01 09:32:00,179.1234,180.2345,178.7890,179.8901,245678
2025-07-01 09:33:00,179.8901,180.9012,179.2345,180.5678,256789
2025-07-01 09:34:00,180.5678,181.6789,180.1234,181.2345,267890
2025-07-01 09:35:00,181.2345,182.3456,180.7890,182.1234,278901
2025-07-01 09:36:00,182.1234,183.2345,181.6789,182.8901,289012
2025-07-01 09:37:00,182.8901,183.9012,182.2345,183.5678,301234
2025-07-01 09:38:00,183.5678,184.6789,183.1234,184.2345,312345
2025-07-01 09:39:00,184.2345,185.3456,183.7890,185.1234,323456
2025-07-01 09:40:00,185.1234,186.2345,184.6789,185.8901,334567
