timestamp,open,high,low,close,volume
2025-07-01 09:31:00,88.1234,89.4567,87.8234,89.1234,123456
2025-07-01 09:32:00,89.1234,90.2345,88.7890,89.8901,134567
2025-07-01 09:33:00,89.8901,90.9012,89.2345,90.5678,145678
2025-07-01 09:34:00,90.5678,91.6789,90.1234,91.2345,156789
2025-07-01 09:35:00,91.2345,92.3456,90.7890,92.1234,167890
2025-07-01 09:36:00,92.1234,93.2345,91.6789,92.8901,178901
2025-07-01 09:37:00,92.8901,93.9012,92.2345,93.5678,189012
2025-07-01 09:38:00,93.5678,94.6789,93.1234,94.2345,201234
2025-07-01 09:39:00,94.2345,95.3456,93.7890,95.1234,212345
2025-07-01 09:40:00,95.1234,96.2345,94.6789,95.8901,223456
