timestamp,open,high,low,close,volume
2025-07-01 09:31:00,198.1234,199.4567,197.8234,199.1234,123456
2025-07-01 09:32:00,199.1234,200.2345,198.7890,199.8901,134567
2025-07-01 09:33:00,199.8901,200.9012,199.2345,200.5678,145678
2025-07-01 09:34:00,200.5678,201.6789,200.1234,201.2345,156789
2025-07-01 09:35:00,201.2345,202.3456,200.7890,202.1234,167890
2025-07-01 09:36:00,202.1234,203.2345,201.6789,202.8901,178901
2025-07-01 09:37:00,202.8901,203.9012,202.2345,203.5678,189012
2025-07-01 09:38:00,203.5678,204.6789,203.1234,204.2345,201234
2025-07-01 09:39:00,204.2345,205.3456,203.7890,205.1234,212345
2025-07-01 09:40:00,205.1234,206.2345,204.6789,205.8901,223456
