timestamp,open,high,low,close,volume
2025-06-01 09:30:00,145.25,147.89,143.12,146.78,45678901
2025-06-02 09:30:00,146.78,149.45,145.67,148.34,42345678
2025-06-03 09:30:00,148.34,151.67,147.89,150.45,51234567
2025-06-04 09:30:00,150.45,152.89,149.34,151.67,47890123
2025-06-05 09:30:00,151.67,154.23,150.67,153.12,53456789
2025-06-06 09:30:00,153.12,155.67,152.23,154.89,45678901
2025-06-07 09:30:00,154.89,157.34,153.67,156.23,41234567
2025-06-08 09:30:00,156.23,158.78,155.12,157.67,48901234
2025-06-09 09:30:00,157.67,160.23,156.67,159.34,44567890
2025-06-10 09:30:00,159.34,161.78,158.23,160.67,52345678
2025-06-11 09:30:00,160.67,163.45,159.89,162.34,56789012
2025-06-12 09:30:00,162.34,164.78,161.23,163.89,51234567
2025-06-13 09:30:00,163.89,166.34,162.67,165.23,47890123
2025-06-14 09:30:00,165.23,167.78,164.12,166.67,53456789
2025-06-15 09:30:00,166.67,169.23,165.67,168.34,45678901
2025-06-16 09:30:00,168.34,170.78,167.23,169.67,48901234
2025-06-17 09:30:00,169.67,172.45,168.89,171.34,52345678
2025-06-18 09:30:00,171.34,173.78,170.23,172.89,56789012
2025-06-19 09:30:00,172.89,175.34,171.67,174.23,51234567
2025-06-20 09:30:00,174.23,176.78,173.12,175.67,47890123
2025-06-21 09:30:00,175.67,178.23,174.67,177.34,53456789
2025-06-22 09:30:00,177.34,179.78,176.23,178.67,45678901
2025-06-23 09:30:00,178.67,181.23,177.67,180.34,48901234
2025-06-24 09:30:00,180.34,182.78,179.23,181.67,52345678
2025-06-25 09:30:00,181.67,184.23,180.67,183.34,56789012
2025-06-26 09:30:00,183.34,185.78,182.23,184.67,51234567
2025-06-27 09:30:00,184.67,187.23,183.67,186.34,47890123
2025-06-28 09:30:00,186.34,188.78,185.23,187.67,53456789
2025-06-30 11:40:00,187.67,187.89,187.45,187.78,1234567
2025-06-30 11:41:00,187.78,188.12,187.56,188.01,2345678
2025-06-30 11:42:00,188.01,188.34,187.78,188.23,3456789
2025-06-30 11:43:00,188.23,188.56,188.01,188.45,4567890
2025-06-30 11:44:00,188.45,188.78,188.23,188.67,5678901
2025-06-30 11:45:00,188.67,189.01,188.45,188.89,6789012
2025-06-30 11:46:00,188.89,189.23,188.67,189.12,7890123
2025-06-30 11:47:00,189.12,189.45,188.89,189.34,8901234
2025-06-30 11:48:00,189.34,189.67,189.12,189.56,9012345
2025-06-30 11:49:00,189.56,189.89,189.34,189.78,1234567
2025-06-30 11:50:00,189.78,190.12,189.56,190.01,2345678
2025-06-30 11:51:00,190.01,190.34,189.78,190.23,3456789
2025-06-30 11:52:00,190.23,190.56,190.01,190.45,4567890
2025-06-30 11:53:00,190.45,190.78,190.23,190.67,5678901
2025-06-30 11:54:00,190.67,191.01,190.45,190.89,6789012
2025-06-30 11:55:00,190.89,191.23,190.67,191.12,7890123
2025-06-30 11:56:00,191.12,191.45,190.89,191.34,8901234
2025-06-30 11:57:00,191.34,191.67,191.12,191.56,9012345
2025-06-30 11:58:00,191.56,191.89,191.34,191.78,1234567
2025-06-30 11:59:00,191.78,192.12,191.56,192.01,2345678
2025-06-30 12:00:00,192.01,192.34,191.78,192.23,3456789
