timestamp,open,high,low,close,volume
2025-01-02 09:30:00,75.25,77.89,73.12,76.78,34567890
2025-01-03 09:30:00,76.78,79.45,75.67,78.34,32345678
2025-01-06 09:30:00,78.34,81.67,77.89,80.45,41234567
2025-01-07 09:30:00,80.45,82.89,79.34,81.67,37890123
2025-01-08 09:30:00,81.67,84.23,80.67,83.12,43456789
2025-01-09 09:30:00,83.12,85.67,82.23,84.89,35678901
2025-01-10 09:30:00,84.89,87.34,83.67,86.23,31234567
2025-01-13 09:30:00,86.23,88.78,85.12,87.67,38901234
2025-01-14 09:30:00,87.67,90.23,86.67,89.34,34567890
2025-01-15 09:30:00,89.34,91.78,88.23,90.67,42345678
2025-01-16 09:30:00,90.67,93.45,89.89,92.34,46789012
2025-01-17 09:30:00,92.34,94.78,91.23,93.89,41234567
2025-01-20 09:30:00,93.89,96.34,92.67,95.23,37890123
2025-01-21 09:30:00,95.23,97.78,94.12,96.67,43456789
2025-01-22 09:30:00,96.67,99.23,95.67,98.34,35678901
2025-01-23 09:30:00,98.34,100.78,97.23,99.67,38901234
2025-01-24 09:30:00,99.67,102.45,98.89,101.34,42345678
2025-01-27 09:30:00,101.34,103.78,100.23,102.89,46789012
2025-01-28 09:30:00,102.89,105.34,101.67,104.23,41234567
2025-01-29 09:30:00,104.23,106.78,103.12,105.67,37890123
2025-01-30 09:30:00,105.67,108.23,104.67,107.34,43456789
2025-01-31 09:30:00,107.34,109.78,106.23,108.67,35678901
