timestamp,open,high,low,close,volume
2025-06-01 09:30:00,389.15,390.44,385.885,387.64,45678901
2025-06-02 09:30:00,387.64,389.25,386.12,388.89,42345678
2025-06-03 09:30:00,388.89,391.45,388.23,390.76,51234567
2025-06-04 09:30:00,390.76,392.12,389.89,391.45,47890123
2025-06-05 09:30:00,391.45,393.78,390.67,392.23,53456789
2025-06-06 09:30:00,392.23,394.45,391.34,393.67,45678901
2025-06-07 09:30:00,393.67,395.12,392.45,394.34,41234567
2025-06-08 09:30:00,394.34,396.67,393.78,395.89,48901234
2025-06-09 09:30:00,395.89,397.23,394.67,396.56,44567890
2025-06-10 09:30:00,396.56,398.78,395.45,397.67,52345678
2025-06-11 09:30:00,397.67,399.89,396.56,398.78,56789012
2025-06-12 09:30:00,398.78,400.45,397.67,399.34,51234567
2025-06-13 09:30:00,399.34,401.67,398.78,400.56,47890123
2025-06-14 09:30:00,400.56,402.23,399.89,401.34,53456789
2025-06-15 09:30:00,401.34,403.78,400.45,402.67,45678901
2025-06-16 09:30:00,402.67,404.45,401.67,403.34,48901234
2025-06-17 09:30:00,403.34,405.89,402.56,404.78,52345678
2025-06-18 09:30:00,404.78,406.23,403.78,405.45,56789012
2025-06-19 09:30:00,405.45,407.67,404.89,406.56,51234567
2025-06-20 09:30:00,406.56,408.34,405.45,407.23,47890123
2025-06-21 09:30:00,407.23,409.89,406.67,408.45,53456789
2025-06-22 09:30:00,408.45,410.23,407.78,409.12,45678901
2025-06-23 09:30:00,409.12,411.45,408.34,410.67,48901234
2025-06-24 09:30:00,410.67,412.23,409.89,411.34,52345678
2025-06-25 09:30:00,411.34,413.78,410.56,412.67,56789012
2025-06-26 09:30:00,412.67,414.45,411.78,413.34,51234567
2025-06-27 09:30:00,413.34,415.89,412.67,414.78,47890123
2025-06-28 09:30:00,414.78,416.23,413.89,415.45,53456789
2025-06-30 11:40:00,415.45,415.67,415.23,415.56,1234567
2025-06-30 11:41:00,415.56,415.89,415.45,415.78,2345678
2025-06-30 11:42:00,415.78,416.12,415.67,416.01,3456789
2025-06-30 11:43:00,416.01,416.34,415.89,416.23,4567890
2025-06-30 11:44:00,416.23,416.56,416.01,416.45,5678901
2025-06-30 11:45:00,416.45,416.78,416.23,416.67,6789012
2025-06-30 11:46:00,416.67,417.01,416.45,416.89,7890123
2025-06-30 11:47:00,416.89,417.23,416.67,417.12,8901234
2025-06-30 11:48:00,417.12,417.45,416.89,417.34,9012345
2025-06-30 11:49:00,417.34,417.67,417.12,417.56,1234567
2025-06-30 11:50:00,417.56,417.89,417.34,417.78,2345678
2025-06-30 11:51:00,417.78,418.12,417.56,418.01,3456789
2025-06-30 11:52:00,418.01,418.34,417.78,418.23,4567890
2025-06-30 11:53:00,418.23,418.56,418.01,418.45,5678901
2025-06-30 11:54:00,418.45,418.78,418.23,418.67,6789012
2025-06-30 11:55:00,418.67,419.01,418.45,418.89,7890123
2025-06-30 11:56:00,418.89,419.23,418.67,419.12,8901234
2025-06-30 11:57:00,419.12,419.45,418.89,419.34,9012345
2025-06-30 11:58:00,419.34,419.67,419.12,419.56,1234567
2025-06-30 11:59:00,419.56,419.89,419.34,419.78,2345678
2025-06-30 12:00:00,419.78,420.12,419.56,420.01,3456789
