timestamp,open,high,low,close,volume
2025-01-02 09:30:00,245.25,247.89,243.12,246.78,56789012
2025-01-03 09:30:00,246.78,249.45,245.67,248.34,52345678
2025-01-06 09:30:00,248.34,251.67,247.89,250.45,61234567
2025-01-07 09:30:00,250.45,252.89,249.34,251.67,57890123
2025-01-08 09:30:00,251.67,254.23,250.67,253.12,63456789
2025-01-09 09:30:00,253.12,255.67,252.23,254.89,55678901
2025-01-10 09:30:00,254.89,257.34,253.67,256.23,51234567
2025-01-13 09:30:00,256.23,258.78,255.12,257.67,58901234
2025-01-14 09:30:00,257.67,260.23,256.67,259.34,54567890
2025-01-15 09:30:00,259.34,261.78,258.23,260.67,62345678
2025-01-16 09:30:00,260.67,263.45,259.89,262.34,66789012
2025-01-17 09:30:00,262.34,264.78,261.23,263.89,61234567
2025-01-20 09:30:00,263.89,266.34,262.67,265.23,57890123
2025-01-21 09:30:00,265.23,267.78,264.12,266.67,63456789
2025-01-22 09:30:00,266.67,269.23,265.67,268.34,55678901
2025-01-23 09:30:00,268.34,270.78,267.23,269.67,58901234
2025-01-24 09:30:00,269.67,272.45,268.89,271.34,62345678
2025-01-27 09:30:00,271.34,273.78,270.23,272.89,66789012
2025-01-28 09:30:00,272.89,275.34,271.67,274.23,61234567
2025-01-29 09:30:00,274.23,276.78,273.12,275.67,57890123
2025-01-30 09:30:00,275.67,278.23,274.67,277.34,63456789
2025-01-31 09:30:00,277.34,279.78,276.23,278.67,55678901
