timestamp,open,high,low,close,volume
2025-01-02 09:30:00,187.15,188.44,183.885,185.64,82488674
2025-01-03 09:30:00,185.64,187.25,184.12,186.89,78945632
2025-01-06 09:30:00,186.89,189.45,186.23,188.76,91234567
2025-01-07 09:30:00,188.76,190.12,187.89,189.45,87654321
2025-01-08 09:30:00,189.45,191.78,188.67,190.23,94567890
2025-01-09 09:30:00,190.23,192.45,189.34,191.67,82345678
2025-01-10 09:30:00,191.67,193.12,190.45,192.34,75678901
2025-01-13 09:30:00,192.34,194.67,191.78,193.89,88901234
2025-01-14 09:30:00,193.89,195.23,192.67,194.56,73456789
2025-01-15 09:30:00,194.56,196.78,193.45,195.67,86789012
2025-01-16 09:30:00,195.67,197.89,194.56,196.78,92345678
2025-01-17 09:30:00,196.78,198.45,195.67,197.34,85678901
2025-01-20 09:30:00,197.34,199.67,196.78,198.56,91234567
2025-01-21 09:30:00,198.56,200.23,197.89,199.34,74567890
2025-01-22 09:30:00,199.34,201.78,198.45,200.67,87890123
2025-01-23 09:30:00,200.67,202.45,199.67,201.34,82345678
2025-01-24 09:30:00,201.34,203.89,200.56,202.78,94567890
2025-01-27 09:30:00,202.78,204.23,201.78,203.45,75678901
2025-01-28 09:30:00,203.45,205.67,202.89,204.56,88901234
2025-01-29 09:30:00,204.56,206.34,203.45,205.23,82345678
2025-01-30 09:30:00,205.23,207.89,204.67,206.45,91234567
2025-01-31 09:30:00,206.45,208.23,205.78,207.12,74567890
